Date,Year,Week,Total_Cases
2021-12-19 18:30:00+00:00,2021,51,4.0
2021-12-19 18:30:00+00:00,2021,51,16.0
2021-12-26 18:30:00+00:00,2021,52,4.0
2021-12-26 18:30:00+00:00,2021,52,9.0
2022-01-02 18:30:00+00:00,2022,1,5.0
2022-01-02 18:30:00+00:00,2022,1,0.0
2022-01-02 18:30:00+00:00,2022,1,0.0
2022-01-09 18:30:00+00:00,2022,2,6.0
2022-01-09 18:30:00+00:00,2022,2,7.0
2022-01-09 18:30:00+00:00,2022,2,3.0
2022-01-16 18:30:00+00:00,2022,3,1.0
2022-01-16 18:30:00+00:00,2022,3,5.0
2022-01-16 18:30:00+00:00,2022,3,0.0
2022-01-23 18:30:00+00:00,2022,4,0.0
2022-01-23 18:30:00+00:00,2022,4,1.0
2022-01-23 18:30:00+00:00,2022,4,0.0
2022-01-30 18:30:00+00:00,2022,5,0.0
2022-01-30 18:30:00+00:00,2022,5,1.0
2022-01-30 18:30:00+00:00,2022,5,0.0
2022-02-06 18:30:00+00:00,2022,6,0.0
2022-02-06 18:30:00+00:00,2022,6,1.0
2022-02-06 18:30:00+00:00,2022,6,0.0
2022-02-13 18:30:00+00:00,2022,7,0.0
2022-02-13 18:30:00+00:00,2022,7,0.0
2022-02-13 18:30:00+00:00,2022,7,0.0
2022-02-20 18:30:00+00:00,2022,8,0.0
2022-02-20 18:30:00+00:00,2022,8,1.0
2022-02-20 18:30:00+00:00,2022,8,0.0
2022-02-27 18:30:00+00:00,2022,9,0.0
2022-02-27 18:30:00+00:00,2022,9,0.0
2022-02-27 18:30:00+00:00,2022,9,0.0
2022-03-06 18:30:00+00:00,2022,10,0.0
2022-03-06 18:30:00+00:00,2022,10,2.0
2022-03-06 18:30:00+00:00,2022,10,0.0
2022-03-13 18:30:00+00:00,2022,11,52.0
2022-03-13 18:30:00+00:00,2022,11,3.0
2022-03-13 18:30:00+00:00,2022,11,0.0
2022-03-20 18:30:00+00:00,2022,12,24.0
2022-03-20 18:30:00+00:00,2022,12,0.0
2022-03-20 18:30:00+00:00,2022,12,0.0
2022-03-27 18:30:00+00:00,2022,13,46.0
2022-03-27 18:30:00+00:00,2022,13,2.0
2022-03-27 18:30:00+00:00,2022,13,0.0
2022-04-03 18:30:00+00:00,2022,14,21.0
2022-04-03 18:30:00+00:00,2022,14,2.0
2022-04-03 18:30:00+00:00,2022,14,0.0
2022-04-10 18:30:00+00:00,2022,15,0.0
2022-04-10 18:30:00+00:00,2022,15,4.0
2022-04-10 18:30:00+00:00,2022,15,0.0
2022-04-17 18:30:00+00:00,2022,16,0.0
2022-04-17 18:30:00+00:00,2022,16,5.0
2022-04-17 18:30:00+00:00,2022,16,0.0
2022-04-24 18:30:00+00:00,2022,17,0.0
2022-04-24 18:30:00+00:00,2022,17,1.0
2022-05-01 18:30:00+00:00,2022,18,1.0
2022-05-01 18:30:00+00:00,2022,18,9.0
2022-05-01 18:30:00+00:00,2022,18,1.0
2022-05-08 18:30:00+00:00,2022,19,0.0
2022-05-08 18:30:00+00:00,2022,19,15.0
2022-05-08 18:30:00+00:00,2022,19,0.0
2022-05-15 18:30:00+00:00,2022,20,0.0
2022-05-15 18:30:00+00:00,2022,20,14.0
2022-05-15 18:30:00+00:00,2022,20,1.0
2022-05-22 18:30:00+00:00,2022,21,0.0
2022-05-22 18:30:00+00:00,2022,21,8.0
2022-05-22 18:30:00+00:00,2022,21,3.0
2022-05-29 18:30:00+00:00,2022,22,0.0
2022-05-29 18:30:00+00:00,2022,22,22.0
2022-05-29 18:30:00+00:00,2022,22,0.0
2022-06-05 18:30:00+00:00,2022,23,0.0
2022-06-05 18:30:00+00:00,2022,23,13.0
2022-06-05 18:30:00+00:00,2022,23,2.0
2022-06-12 18:30:00+00:00,2022,24,1.0
2022-06-12 18:30:00+00:00,2022,24,8.0
2022-06-12 18:30:00+00:00,2022,24,3.0
2022-06-19 18:30:00+00:00,2022,25,0.0
2022-06-19 18:30:00+00:00,2022,25,8.0
2022-06-19 18:30:00+00:00,2022,25,0.0
2022-06-26 18:30:00+00:00,2022,26,2.0
2022-06-26 18:30:00+00:00,2022,26,2.0
2022-06-26 18:30:00+00:00,2022,26,2.0
2022-07-03 18:30:00+00:00,2022,27,8.0
2022-07-03 18:30:00+00:00,2022,27,5.0
2022-07-03 18:30:00+00:00,2022,27,6.0
2022-07-10 18:30:00+00:00,2022,28,11.0
2022-07-10 18:30:00+00:00,2022,28,10.0
2022-07-10 18:30:00+00:00,2022,28,5.0
2022-07-17 18:30:00+00:00,2022,29,48.0
2022-07-17 18:30:00+00:00,2022,29,17.0
2022-07-24 18:30:00+00:00,2022,30,57.0
2022-07-24 18:30:00+00:00,2022,30,14.0
2022-07-24 18:30:00+00:00,2022,30,39.0
2022-07-31 18:30:00+00:00,2022,31,66.0
2022-07-31 18:30:00+00:00,2022,31,27.0
2022-07-31 18:30:00+00:00,2022,31,89.0
2022-08-07 18:30:00+00:00,2022,32,98.0
2022-08-07 18:30:00+00:00,2022,32,14.0
2022-08-07 18:30:00+00:00,2022,32,105.0
2022-08-14 18:30:00+00:00,2022,33,77.0
2022-08-14 18:30:00+00:00,2022,33,26.0
2022-08-14 18:30:00+00:00,2022,33,61.0
2022-08-21 18:30:00+00:00,2022,34,50.0
2022-08-21 18:30:00+00:00,2022,34,36.0
2022-08-21 18:30:00+00:00,2022,34,59.0
2022-08-28 18:30:00+00:00,2022,35,43.0
2022-08-28 18:30:00+00:00,2022,35,56.0
2022-08-28 18:30:00+00:00,2022,35,55.0
2022-09-04 18:30:00+00:00,2022,36,19.0
2022-09-04 18:30:00+00:00,2022,36,105.0
2022-09-11 18:30:00+00:00,2022,37,13.0
2022-09-11 18:30:00+00:00,2022,37,33.0
2022-09-18 18:30:00+00:00,2022,38,18.0
2022-09-18 18:30:00+00:00,2022,38,58.0
2022-09-25 18:30:00+00:00,2022,39,20.0
2022-09-25 18:30:00+00:00,2022,39,36.0
2022-10-02 18:30:00+00:00,2022,40,5.0
2022-10-02 18:30:00+00:00,2022,40,25.0
2022-10-09 18:30:00+00:00,2022,41,6.0
2022-10-09 18:30:00+00:00,2022,41,14.0
2022-10-16 18:30:00+00:00,2022,42,7.0
2022-10-16 18:30:00+00:00,2022,42,11.0
2022-10-23 18:30:00+00:00,2022,43,9.0
2022-10-23 18:30:00+00:00,2022,43,25.0
2022-10-30 18:30:00+00:00,2022,44,1.0
2022-10-30 18:30:00+00:00,2022,44,9.0
2022-11-06 18:30:00+00:00,2022,45,6.0
2022-11-06 18:30:00+00:00,2022,45,3.0
2022-11-13 18:30:00+00:00,2022,46,1.0
2022-11-13 18:30:00+00:00,2022,46,7.0
2022-11-20 18:30:00+00:00,2022,47,2.0
2022-11-20 18:30:00+00:00,2022,47,17.0
2022-11-27 18:30:00+00:00,2022,48,4.0
2022-11-27 18:30:00+00:00,2022,48,10.0
2022-12-04 18:30:00+00:00,2022,49,5.0
2022-12-04 18:30:00+00:00,2022,49,16.0
2022-12-11 18:30:00+00:00,2022,50,2.0
2022-12-11 18:30:00+00:00,2022,50,14.0
2022-12-18 18:30:00+00:00,2022,51,5.0
2022-12-18 18:30:00+00:00,2022,51,17.0
2022-12-25 18:30:00+00:00,2022,52,19.0
2022-12-25 18:30:00+00:00,2022,52,14.0
2023-01-01 18:30:00+00:00,2023,1,21.0
2023-01-01 18:30:00+00:00,2023,1,25.0
2023-01-08 18:30:00+00:00,2023,2,18.0
2023-01-08 18:30:00+00:00,2023,2,25.0
2023-01-15 18:30:00+00:00,2023,3,2.0
2023-01-15 18:30:00+00:00,2023,3,37.0
2023-01-22 18:30:00+00:00,2023,4,14.0
2023-01-22 18:30:00+00:00,2023,4,45.0
2023-01-29 18:30:00+00:00,2023,5,17.0
2023-01-29 18:30:00+00:00,2023,5,50.0
2023-02-05 18:30:00+00:00,2023,6,22.0
2023-02-05 18:30:00+00:00,2023,6,68.0
2023-02-12 18:30:00+00:00,2023,7,20.0
2023-02-12 18:30:00+00:00,2023,7,46.0
2023-02-19 18:30:00+00:00,2023,8,50.0
2023-02-19 18:30:00+00:00,2023,8,64.0
2023-02-26 18:30:00+00:00,2023,9,49.0
2023-02-26 18:30:00+00:00,2023,9,90.0
2023-03-05 18:30:00+00:00,2023,10,47.0
2023-03-05 18:30:00+00:00,2023,10,85.0
2023-03-12 18:30:00+00:00,2023,11,54.0
2023-03-12 18:30:00+00:00,2023,11,82.0
2023-03-19 18:30:00+00:00,2023,12,25.0
2023-03-19 18:30:00+00:00,2023,12,49.0
2023-03-26 18:30:00+00:00,2023,13,32.0
2023-03-26 18:30:00+00:00,2023,13,51.0
2023-04-02 18:30:00+00:00,2023,14,21.0
2023-04-02 18:30:00+00:00,2023,14,43.0
2023-04-09 18:30:00+00:00,2023,15,16.0
2023-04-09 18:30:00+00:00,2023,15,43.0
2023-04-16 18:30:00+00:00,2023,16,9.0
2023-04-16 18:30:00+00:00,2023,16,40.0
2023-04-23 18:30:00+00:00,2023,17,10.0
2023-04-23 18:30:00+00:00,2023,17,24.0
2023-04-30 18:30:00+00:00,2023,18,7.0
2023-04-30 18:30:00+00:00,2023,18,21.0
2023-05-07 18:30:00+00:00,2023,19,12.0
2023-05-07 18:30:00+00:00,2023,19,6.0
2023-05-14 18:30:00+00:00,2023,20,10.0
2023-05-14 18:30:00+00:00,2023,20,31.0
2023-05-21 18:30:00+00:00,2023,21,11.0
2023-05-21 18:30:00+00:00,2023,21,14.0
2023-05-28 18:30:00+00:00,2023,22,27.0
2023-05-28 18:30:00+00:00,2023,22,23.0
2023-06-04 18:30:00+00:00,2023,23,24.0
2023-06-04 18:30:00+00:00,2023,23,36.0
2023-06-11 18:30:00+00:00,2023,24,36.0
2023-06-11 18:30:00+00:00,2023,24,23.0
2023-06-18 18:30:00+00:00,2023,25,3.0
2023-06-18 18:30:00+00:00,2023,25,12.0
2023-06-25 18:30:00+00:00,2023,26,36.0
2023-06-25 18:30:00+00:00,2023,26,13.0
2023-07-02 18:30:00+00:00,2023,27,32.0
2023-07-02 18:30:00+00:00,2023,27,33.0
2023-07-09 18:30:00+00:00,2023,28,21.0
2023-07-09 18:30:00+00:00,2023,28,20.0
2023-07-16 18:30:00+00:00,2023,29,17.0
2023-07-16 18:30:00+00:00,2023,29,38.0
2023-07-23 18:30:00+00:00,2023,30,4.0
2023-07-23 18:30:00+00:00,2023,30,36.0
2023-07-30 18:30:00+00:00,2023,31,12.0
2023-07-30 18:30:00+00:00,2023,31,40.0
2023-08-06 18:30:00+00:00,2023,32,27.0
2023-08-06 18:30:00+00:00,2023,32,75.0
2023-08-13 18:30:00+00:00,2023,33,23.0
2023-08-13 18:30:00+00:00,2023,33,64.0
2023-08-20 18:30:00+00:00,2023,34,38.0
2023-08-20 18:30:00+00:00,2023,34,92.0
2023-08-27 18:30:00+00:00,2023,35,41.0
2023-08-27 18:30:00+00:00,2023,35,74.0
2023-09-03 18:30:00+00:00,2023,36,44.0
2023-09-03 18:30:00+00:00,2023,36,29.0
2023-09-10 18:30:00+00:00,2023,37,44.0
2023-09-10 18:30:00+00:00,2023,37,29.0
2023-09-17 18:30:00+00:00,2023,38,53.0
2023-09-17 18:30:00+00:00,2023,38,50.0
2023-09-24 18:30:00+00:00,2023,39,45.0
2023-09-24 18:30:00+00:00,2023,39,27.0
2023-10-01 18:30:00+00:00,2023,40,49.0
2023-10-01 18:30:00+00:00,2023,40,49.0
2023-10-08 18:30:00+00:00,2023,41,46.0
2023-10-08 18:30:00+00:00,2023,41,83.0
2023-10-15 18:30:00+00:00,2023,42,43.0
2023-10-15 18:30:00+00:00,2023,42,78.0
2023-10-22 18:30:00+00:00,2023,43,23.0
2023-10-22 18:30:00+00:00,2023,43,53.0
2023-10-29 18:30:00+00:00,2023,44,32.0
2023-10-29 18:30:00+00:00,2023,44,26.0
2023-11-05 18:30:00+00:00,2023,45,18.0
2023-11-05 18:30:00+00:00,2023,45,8.0
2023-11-12 18:30:00+00:00,2023,46,12.0
2023-11-12 18:30:00+00:00,2023,46,9.0
2023-11-19 18:30:00+00:00,2023,47,17.0
2023-11-19 18:30:00+00:00,2023,47,2.0
2023-11-26 18:30:00+00:00,2023,48,13.0
2023-11-26 18:30:00+00:00,2023,48,11.0
2023-12-03 18:30:00+00:00,2023,49,30.0
2023-12-03 18:30:00+00:00,2023,49,11.0
2023-12-10 18:30:00+00:00,2023,50,19.0
2023-12-10 18:30:00+00:00,2023,50,8.0
2023-12-17 18:30:00+00:00,2023,51,30.0
2023-12-17 18:30:00+00:00,2023,51,9.0
2023-12-24 18:30:00+00:00,2023,52,19.0
2023-12-24 18:30:00+00:00,2023,52,13.0
2023-12-31 18:30:00+00:00,2024,1,3.0
2023-12-31 18:30:00+00:00,2024,1,0.0
2024-01-07 18:30:00+00:00,2024,2,5.0
2024-01-07 18:30:00+00:00,2024,2,29.0
2024-01-14 18:30:00+00:00,2024,3,9.0
2024-01-14 18:30:00+00:00,2024,3,29.0
2024-01-21 18:30:00+00:00,2024,4,3.0
2024-01-21 18:30:00+00:00,2024,4,33.0
2024-01-28 18:30:00+00:00,2024,5,14.0
2024-01-28 18:30:00+00:00,2024,5,25.0
2024-02-04 18:30:00+00:00,2024,6,9.0
2024-02-04 18:30:00+00:00,2024,6,21.0
2024-02-11 18:30:00+00:00,2024,7,15.0
2024-02-11 18:30:00+00:00,2024,7,34.0
2024-02-18 18:30:00+00:00,2024,8,15.0
2024-02-18 18:30:00+00:00,2024,8,42.0
2024-02-25 18:30:00+00:00,2024,9,27.0
2024-03-03 18:30:00+00:00,2024,10,19.0
2024-03-03 18:30:00+00:00,2024,10,37.0
2024-03-10 18:30:00+00:00,2024,11,20.0
2024-03-10 18:30:00+00:00,2024,11,30.0
2024-03-17 18:30:00+00:00,2024,12,21.0
2024-03-17 18:30:00+00:00,2024,12,29.0
2024-03-24 18:30:00+00:00,2024,13,17.0
2024-03-24 18:30:00+00:00,2024,13,23.0
2024-03-31 18:30:00+00:00,2024,14,18.0
2024-03-31 18:30:00+00:00,2024,14,10.0
2024-04-07 18:30:00+00:00,2024,15,6.0
2024-04-07 18:30:00+00:00,2024,15,23.0
2024-04-14 18:30:00+00:00,2024,16,20.0
2024-04-14 18:30:00+00:00,2024,16,14.0
2024-04-21 18:30:00+00:00,2024,17,21.0
2024-04-21 18:30:00+00:00,2024,17,12.0
2024-04-28 18:30:00+00:00,2024,18,12.0
2024-04-28 18:30:00+00:00,2024,18,7.0
2024-05-05 18:30:00+00:00,2024,19,13.0
2024-05-05 18:30:00+00:00,2024,19,17.0
2024-05-12 18:30:00+00:00,2024,20,11.0
2024-05-12 18:30:00+00:00,2024,20,21.0
2024-05-19 18:30:00+00:00,2024,21,12.0
2024-05-19 18:30:00+00:00,2024,21,18.0
2024-05-26 18:30:00+00:00,2024,22,17.0
2024-05-26 18:30:00+00:00,2024,22,7.0
2024-06-02 18:30:00+00:00,2024,23,9.0
2024-06-02 18:30:00+00:00,2024,23,20.0
2024-06-09 18:30:00+00:00,2024,24,5.0
2024-06-09 18:30:00+00:00,2024,24,13.0
2024-06-16 18:30:00+00:00,2024,25,5.0
2024-06-16 18:30:00+00:00,2024,25,14.0
2024-06-23 18:30:00+00:00,2024,26,4.0
2024-06-23 18:30:00+00:00,2024,26,15.0
2024-06-30 18:30:00+00:00,2024,27,41.0
2024-06-30 18:30:00+00:00,2024,27,9.0
2024-07-07 18:30:00+00:00,2024,28,28.0
2024-07-07 18:30:00+00:00,2024,28,18.0
2024-07-14 18:30:00+00:00,2024,29,80.0
2024-07-14 18:30:00+00:00,2024,29,34.0
2024-07-21 18:30:00+00:00,2024,30,77.0
2024-07-21 18:30:00+00:00,2024,30,29.0
2024-07-28 18:30:00+00:00,2024,31,66.0
2024-07-28 18:30:00+00:00,2024,31,15.0
2024-08-04 18:30:00+00:00,2024,32,73.0
2024-08-04 18:30:00+00:00,2024,32,36.0
2024-08-11 18:30:00+00:00,2024,33,60.0
2024-08-11 18:30:00+00:00,2024,33,38.0
2024-08-18 18:30:00+00:00,2024,34,41.0
2024-08-18 18:30:00+00:00,2024,34,58.0
2024-08-25 18:30:00+00:00,2024,35,17.0
2024-08-25 18:30:00+00:00,2024,35,50.0
2024-09-01 18:30:00+00:00,2024,36,8.0
2024-09-01 18:30:00+00:00,2024,36,33.0
2024-09-08 18:30:00+00:00,2024,37,30.0
2024-09-08 18:30:00+00:00,2024,37,40.0
2024-09-15 18:30:00+00:00,2024,38,22.0
2024-09-15 18:30:00+00:00,2024,38,25.0
2024-09-22 18:30:00+00:00,2024,39,26.0
2024-09-22 18:30:00+00:00,2024,39,15.0
2024-09-29 18:30:00+00:00,2024,40,5.0
2024-09-29 18:30:00+00:00,2024,40,7.0
2024-10-06 18:30:00+00:00,2024,41,10.0
2024-10-06 18:30:00+00:00,2024,41,8.0
2024-10-13 18:30:00+00:00,2024,42,18.0
2024-10-13 18:30:00+00:00,2024,42,7.0
2024-10-20 18:30:00+00:00,2024,43,6.0
2024-10-20 18:30:00+00:00,2024,43,4.0
2024-10-27 18:30:00+00:00,2024,44,1.0
2024-10-27 18:30:00+00:00,2024,44,2.0
2024-11-03 18:30:00+00:00,2024,45,10.0
2024-11-03 18:30:00+00:00,2024,45,4.0
2024-11-10 18:30:00+00:00,2024,46,15.0
2024-11-10 18:30:00+00:00,2024,46,2.0
2024-11-17 18:30:00+00:00,2024,47,5.0
2024-11-17 18:30:00+00:00,2024,47,5.0
2024-11-24 18:30:00+00:00,2024,48,3.0
2024-11-24 18:30:00+00:00,2024,48,35.0
2024-12-01 18:30:00+00:00,2024,49,7.0
2024-12-01 18:30:00+00:00,2024,49,26.0
2024-12-08 18:30:00+00:00,2024,50,0.0
2024-12-08 18:30:00+00:00,2024,50,18.0
2024-12-15 18:30:00+00:00,2024,51,2.0
2024-12-15 18:30:00+00:00,2024,51,31.0
2024-12-22 18:30:00+00:00,2024,52,2.0
2024-12-22 18:30:00+00:00,2024,52,69.0
2024-12-29 18:30:00+00:00,2025,1,6.0
2024-12-29 18:30:00+00:00,2025,1,16.0
2025-01-05 18:30:00+00:00,2025,2,3.0
2025-01-05 18:30:00+00:00,2025,2,32.0
2025-01-12 18:30:00+00:00,2025,3,3.0
2025-01-12 18:30:00+00:00,2025,3,35.0
2025-01-19 18:30:00+00:00,2025,4,1.0
2025-01-19 18:30:00+00:00,2025,4,51.0
2025-01-26 18:30:00+00:00,2025,5,3.0
2025-01-26 18:30:00+00:00,2025,5,32.0
2025-02-02 18:30:00+00:00,2025,6,3.0
2025-02-02 18:30:00+00:00,2025,6,36.0
2025-02-09 18:30:00+00:00,2025,7,7.0
2025-02-09 18:30:00+00:00,2025,7,72.0
2025-02-16 18:30:00+00:00,2025,8,3.0
2025-02-16 18:30:00+00:00,2025,8,56.0
2025-02-23 18:30:00+00:00,2025,9,10.0
2025-02-23 18:30:00+00:00,2025,9,47.0
2025-03-02 18:30:00+00:00,2025,10,8.0
2025-03-02 18:30:00+00:00,2025,10,58.0
2025-03-09 18:30:00+00:00,2025,11,6.0
2025-03-09 18:30:00+00:00,2025,11,48.0
2025-03-16 18:30:00+00:00,2025,12,12.0
2025-03-16 18:30:00+00:00,2025,12,54.0
2025-03-23 18:30:00+00:00,2025,13,6.0
2025-03-23 18:30:00+00:00,2025,13,49.0
2025-03-30 18:30:00+00:00,2025,14,12.0
2025-03-30 18:30:00+00:00,2025,14,43.0
2025-04-06 18:30:00+00:00,2025,15,5.0
2025-04-06 18:30:00+00:00,2025,15,32.0
2025-04-13 18:30:00+00:00,2025,16,2.0
2025-04-13 18:30:00+00:00,2025,16,26.0
2025-04-20 18:30:00+00:00,2025,17,5.0
2025-04-20 18:30:00+00:00,2025,17,25.0
2025-04-27 18:30:00+00:00,2025,18,3.0
2025-04-27 18:30:00+00:00,2025,18,17.0
2025-05-04 18:30:00+00:00,2025,19,3.0
2025-05-04 18:30:00+00:00,2025,19,15.0
2025-05-11 18:30:00+00:00,2025,20,0.0
2025-05-11 18:30:00+00:00,2025,20,22.0
2025-05-18 18:30:00+00:00,2025,21,3.0
2025-05-18 18:30:00+00:00,2025,21,27.0
2025-05-25 18:30:00+00:00,2025,22,1.0
2025-05-25 18:30:00+00:00,2025,22,18.0
2025-06-01 18:30:00+00:00,2025,23,3.0
2025-06-01 18:30:00+00:00,2025,23,13.0
2025-06-08 18:30:00+00:00,2025,24,1.0
2025-06-08 18:30:00+00:00,2025,24,6.0
2025-06-15 18:30:00+00:00,2025,25,4.0
2025-06-15 18:30:00+00:00,2025,25,51.0
2025-06-22 18:30:00+00:00,2025,26,7.0
2025-06-22 18:30:00+00:00,2025,26,68.0
2025-06-29 18:30:00+00:00,2025,27,3.0
2025-06-29 18:30:00+00:00,2025,27,70.0
2025-07-06 18:30:00+00:00,2025,28,3.0
2025-07-06 18:30:00+00:00,2025,28,52.0
2025-07-13 18:30:00+00:00,2025,29,5.0
2025-07-13 18:30:00+00:00,2025,29,84.0
2025-07-20 18:30:00+00:00,2025,30,15.0
2025-07-20 18:30:00+00:00,2025,30,105.0
2025-07-27 18:30:00+00:00,2025,31,9.0
2025-07-27 18:30:00+00:00,2025,31,24.0
2025-08-03 18:30:00+00:00,2025,32,12.0
2025-08-03 18:30:00+00:00,2025,32,66.0
2025-08-10 18:30:00+00:00,2025,33,27.0
2025-08-10 18:30:00+00:00,2025,33,191.0
2025-08-17 18:30:00+00:00,2025,34,19.0
2025-08-17 18:30:00+00:00,2025,34,162.0
2025-08-24 18:30:00+00:00,2025,35,15.0
2025-08-24 18:30:00+00:00,2025,35,141.0
2025-08-31 18:30:00+00:00,2025,36,7.0
2025-08-31 18:30:00+00:00,2025,36,131.0
2025-09-07 18:30:00+00:00,2025,37,9.0
2025-09-07 18:30:00+00:00,2025,37,44.0
2025-09-14 18:30:00+00:00,2025,38,1.0
2025-09-14 18:30:00+00:00,2025,38,43.0
2025-09-21 18:30:00+00:00,2025,39,0.0
2025-09-21 18:30:00+00:00,2025,39,16.0
2025-09-28 18:30:00+00:00,2025,40,4.0
2025-09-28 18:30:00+00:00,2025,40,54.0
2025-10-05 18:30:00+00:00,2025,41,0.0
2025-10-05 18:30:00+00:00,2025,41,53.0
2025-10-12 18:30:00+00:00,2025,42,0.0
2025-10-12 18:30:00+00:00,2025,42,69.0
2025-10-19 18:30:00+00:00,2025,43,43.0
2025-10-26 18:30:00+00:00,2025,44,41.0
2025-11-02 18:30:00+00:00,2025,45,2.0
2025-11-02 18:30:00+00:00,2025,45,50.0
2025-11-09 18:30:00+00:00,2025,46,2.0
2025-11-09 18:30:00+00:00,2025,46,42.0
2025-11-16 18:30:00+00:00,2025,47,0.0
2025-11-16 18:30:00+00:00,2025,47,49.0
2025-11-23 18:30:00+00:00,2025,48,2.0
2025-11-23 18:30:00+00:00,2025,48,5.0
2025-11-30 18:30:00+00:00,2025,49,0.0
2025-11-30 18:30:00+00:00,2025,49,20.0
2025-12-07 18:30:00+00:00,2025,50,0.0
2025-12-07 18:30:00+00:00,2025,50,6.0
2025-12-14 18:30:00+00:00,2025,51,2.0
2025-12-14 18:30:00+00:00,2025,51,18.0
2025-12-21 18:30:00+00:00,2025,52,0.0
2025-12-21 18:30:00+00:00,2025,52,29.0
2025-12-28 18:30:00+00:00,2026,1,0.0
2025-12-28 18:30:00+00:00,2026,1,18.0
2026-01-04 18:30:00+00:00,2026,2,0.0
2026-01-04 18:30:00+00:00,2026,2,15.0
2026-01-11 18:30:00+00:00,2026,3,13.0
2026-01-18 18:30:00+00:00,2026,4,0.0
2026-01-18 18:30:00+00:00,2026,4,20.0
2026-01-25 18:30:00+00:00,2026,5,0.0
2026-01-25 18:30:00+00:00,2026,5,16.0
2026-02-01 18:30:00+00:00,2026,6,0.0
2026-02-01 18:30:00+00:00,2026,6,23.0
2026-02-08 18:30:00+00:00,2026,7,0.0
2026-02-08 18:30:00+00:00,2026,7,11.0
